Command sent time(UTC),Measurement received time (UTC),Device,Device time (UTC),Particulate measurement,Connected OpenHAP units
2021-06-24 15:14:22,2021-06-24 15:14:29,40:f5:20:5b:21:d8,2021-06-24 15:14:23,7.6,21
2021-06-24 15:14:22,2021-06-24 15:14:29,40:f5:20:5b:20:bc,2021-06-24 15:14:23,8.4,21
2021-06-24 15:14:22,2021-06-24 15:14:29,40:f5:20:5b:21:d0,2021-06-24 15:14:22,7.2,21
2021-06-24 15:14:22,2021-06-24 15:14:29,40:f5:20:5b:21:94,2021-06-24 15:14:23,8.9,21
2021-06-24 15:14:22,2021-06-24 15:14:29,40:f5:20:5b:21:a4,2021-06-24 15:14:24,7.3,21
2021-06-24 15:14:30,2021-06-24 15:14:36,40:f5:20:5b:20:e0,2021-06-24 15:14:31,7.25,20
2021-06-24 15:14:30,2021-06-24 15:14:36,40:f5:20:5b:20:dc,2021-06-24 15:14:31,8.55,20
2021-06-24 15:14:30,2021-06-24 15:14:36,40:f5:20:5b:20:d8,2021-06-24 15:14:31,7.4,20
2021-06-24 15:14:30,2021-06-24 15:14:36,40:f5:20:5b:20:ec,2021-06-24 15:14:31,8.700001,20
2021-06-24 15:14:30,2021-06-24 15:14:36,40:f5:20:5b:20:e4,2021-06-24 15:14:31,8.35,20
2021-06-24 15:14:30,2021-06-24 15:14:36,40:f5:20:5b:21:00,2021-06-24 15:14:31,8.35,20
2021-06-24 15:14:30,2021-06-24 15:14:37,40:f5:20:5b:20:c4,2021-06-24 15:14:31,8.05,20
2021-06-24 15:14:30,2021-06-24 15:14:37,40:f5:20:5b:20:c0,2021-06-24 15:14:31,7.8,20
2021-06-24 15:14:30,2021-06-24 15:14:37,40:f5:20:5b:20:f4,2021-06-24 15:14:31,8.35,20
2021-06-24 15:14:30,2021-06-24 15:14:37,40:f5:20:5b:21:74,2021-06-24 15:14:31,8.0,20
2021-06-24 15:14:30,2021-06-24 15:14:37,40:f5:20:5b:21:cc,2036-02-06 06:28:16,7.9,20
2021-06-24 15:14:30,2021-06-24 15:14:37,40:f5:20:5b:21:d8,2021-06-24 15:14:31,7.7,20
2021-06-24 15:14:30,2021-06-24 15:14:37,40:f5:20:5b:20:bc,2021-06-24 15:14:31,8.3,20
2021-06-24 15:14:30,2021-06-24 15:14:37,40:f5:20:5b:21:d0,2021-06-24 15:14:31,6.9,20
2021-06-24 15:14:30,2021-06-24 15:14:37,40:f5:20:5b:21:94,2021-06-24 15:14:32,8.85,20
2021-06-24 15:14:30,2021-06-24 15:14:37,40:f5:20:5b:21:a4,2021-06-24 15:14:32,7.2,20
2021-06-24 15:14:30,2021-06-24 15:14:37,40:f5:20:5b:21:9c,2021-06-24 15:14:32,8.1,20
2021-06-24 15:14:30,2021-06-24 15:14:37,40:f5:20:5b:21:c8,2021-06-24 15:14:31,8.3,20
2021-06-24 15:14:30,2021-06-24 15:14:37,40:f5:20:5b:21:8c,2021-06-24 15:14:31,7.9,20
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:21:74,2021-06-24 15:14:40,8.05,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:20:e8,2021-06-24 15:14:40,8.4,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:21:cc,2036-02-06 06:28:16,7.9,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:21:d8,2021-06-24 15:14:40,7.65,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:20:bc,2021-06-24 15:14:39,8.35,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:21:d0,2021-06-24 15:14:39,6.65,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:21:94,2021-06-24 15:14:40,8.8,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:21:9c,2021-06-24 15:14:40,8.0,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:21:a4,2021-06-24 15:14:40,7.1,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:21:c8,2021-06-24 15:14:40,8.3,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:20:e0,2021-06-24 15:14:39,7.2,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:21:8c,2021-06-24 15:14:39,8.0,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:20:dc,2021-06-24 15:14:40,8.3,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:20:d8,2021-06-24 15:14:40,7.25,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:20:ec,2021-06-24 15:14:40,8.55,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:20:e4,2021-06-24 15:14:40,8.4,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:21:00,2021-06-24 15:14:40,8.3,21
2021-06-24 15:14:38,2021-06-24 15:14:45,40:f5:20:5b:20:c4,2021-06-24 15:14:39,8.1,21
2021-06-24 15:14:38,2021-06-24 15:14:46,40:f5:20:5b:20:c0,2021-06-24 15:14:40,7.65,21
2021-06-24 15:14:38,2021-06-24 15:14:46,40:f5:20:5b:20:f4,2021-06-24 15:14:40,8.45,21
2021-06-24 15:14:47,2021-06-24 15:14:53,40:f5:20:5b:21:9c,2021-06-24 15:14:48,8.0,21
2021-06-24 15:14:47,2021-06-24 15:14:53,40:f5:20:5b:21:a4,2021-06-24 15:14:48,6.9,21
2021-06-24 15:14:47,2021-06-24 15:14:53,40:f5:20:5b:21:c8,2021-06-24 15:14:48,7.95,21
2021-06-24 15:14:47,2021-06-24 15:14:53,40:f5:20:5b:20:e0,2021-06-24 15:14:47,7.4,21
2021-06-24 15:14:47,2021-06-24 15:14:53,40:f5:20:5b:21:8c,2021-06-24 15:14:48,8.05,21
2021-06-24 15:14:47,2021-06-24 15:14:53,40:f5:20:5b:20:dc,2021-06-24 15:14:48,8.45,21
2021-06-24 15:14:47,2021-06-24 15:14:53,40:f5:20:5b:20:d8,2021-06-24 15:14:48,7.05,21
2021-06-24 15:14:47,2021-06-24 15:14:53,40:f5:20:5b:20:ec,2021-06-24 15:14:48,8.35,21
2021-06-24 15:14:47,2021-06-24 15:14:53,40:f5:20:5b:21:00,2021-06-24 15:14:48,8.5,21
2021-06-24 15:14:47,2021-06-24 15:14:53,40:f5:20:5b:20:e4,2021-06-24 15:14:48,8.3,21
2021-06-24 15:14:47,2021-06-24 15:14:53,40:f5:20:5b:20:c4,2021-06-24 15:14:48,7.85,21
2021-06-24 15:14:47,2021-06-24 15:14:54,40:f5:20:5b:20:c0,2021-06-24 15:14:48,7.85,21
2021-06-24 15:14:47,2021-06-24 15:14:54,40:f5:20:5b:20:f4,2021-06-24 15:14:48,8.4,21
2021-06-24 15:14:47,2021-06-24 15:14:54,40:f5:20:5b:21:74,2021-06-24 15:14:48,7.9,21
2021-06-24 15:14:47,2021-06-24 15:14:54,40:f5:20:5b:20:e8,2021-06-24 15:14:48,8.1,21
2021-06-24 15:14:47,2021-06-24 15:14:54,40:f5:20:5b:21:cc,2036-02-06 06:28:16,7.8,21
2021-06-24 15:14:47,2021-06-24 15:14:54,40:f5:20:5b:21:d8,2021-06-24 15:14:48,7.65,21
2021-06-24 15:14:47,2021-06-24 15:14:54,40:f5:20:5b:20:bc,2021-06-24 15:14:48,8.4,21
2021-06-24 15:14:47,2021-06-24 15:14:54,40:f5:20:5b:21:d0,2021-06-24 15:14:47,7.05,21
2021-06-24 15:14:47,2021-06-24 15:14:54,40:f5:20:5b:21:94,2021-06-24 15:14:48,8.55,21
2021-06-24 15:14:55,2021-06-24 15:15:01,40:f5:20:5b:21:c8,2021-06-24 15:14:56,8.1,21
2021-06-24 15:14:55,2021-06-24 15:15:01,40:f5:20:5b:21:8c,2021-06-24 15:14:56,7.95,21
2021-06-24 15:14:55,2021-06-24 15:15:01,40:f5:20:5b:20:dc,2021-06-24 15:14:56,8.45,21
2021-06-24 15:14:55,2021-06-24 15:15:01,40:f5:20:5b:20:d8,2021-06-24 15:14:56,7.05,21
2021-06-24 15:14:55,2021-06-24 15:15:01,40:f5:20:5b:20:ec,2021-06-24 15:14:56,8.4,21
2021-06-24 15:14:55,2021-06-24 15:15:01,40:f5:20:5b:21:00,2021-06-24 15:14:56,8.55,21
2021-06-24 15:14:55,2021-06-24 15:15:02,40:f5:20:5b:20:e4,2021-06-24 15:14:56,8.55,21
2021-06-24 15:14:55,2021-06-24 15:15:02,40:f5:20:5b:20:c4,2021-06-24 15:14:56,8.0,21
2021-06-24 15:14:55,2021-06-24 15:15:02,40:f5:20:5b:20:c0,2021-06-24 15:14:56,7.8,21
2021-06-24 15:14:55,2021-06-24 15:15:02,40:f5:20:5b:20:f4,2021-06-24 15:14:56,8.6,21
2021-06-24 15:14:55,2021-06-24 15:15:02,40:f5:20:5b:21:74,2021-06-24 15:14:56,8.1,21
2021-06-24 15:14:55,2021-06-24 15:15:02,40:f5:20:5b:20:e8,2021-06-24 15:14:56,8.35,21
2021-06-24 15:14:55,2021-06-24 15:15:02,40:f5:20:5b:21:cc,2036-02-06 06:28:16,7.9,21
2021-06-24 15:14:55,2021-06-24 15:15:02,40:f5:20:5b:21:d8,2021-06-24 15:14:56,7.35,21
2021-06-24 15:14:55,2021-06-24 15:15:02,40:f5:20:5b:20:bc,2021-06-24 15:14:56,8.3,21
2021-06-24 15:14:55,2021-06-24 15:15:02,40:f5:20:5b:21:d0,2021-06-24 15:14:56,7.35,21
2021-06-24 15:14:55,2021-06-24 15:15:02,40:f5:20:5b:21:94,2021-06-24 15:14:57,8.5,21
2021-06-24 15:14:55,2021-06-24 15:15:02,40:f5:20:5b:21:9c,2021-06-24 15:14:57,8.05,21
2021-06-24 15:14:55,2021-06-24 15:15:02,40:f5:20:5b:21:a4,2021-06-24 15:14:57,7.0,21
2021-06-24 15:14:55,2021-06-24 15:15:02,40:f5:20:5b:20:e0,2021-06-24 15:14:56,7.5,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:20:f4,2021-06-24 15:15:05,8.4,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:21:74,2021-06-24 15:15:05,7.9,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:21:cc,2036-02-06 06:28:16,7.95,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:20:e8,2021-06-24 15:15:05,8.3,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:21:d8,2021-06-24 15:15:05,7.05,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:20:bc,2021-06-24 15:15:04,8.2,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:21:d0,2021-06-24 15:15:04,7.45,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:21:94,2021-06-24 15:15:05,8.35,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:21:9c,2021-06-24 15:15:05,8.05,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:21:a4,2021-06-24 15:15:05,7.05,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:20:e0,2021-06-24 15:15:04,7.45,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:21:c8,2021-06-24 15:15:04,8.1,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:21:00,2021-06-24 15:15:04,8.35,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:20:dc,2021-06-24 15:15:05,8.35,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:21:8c,2021-06-24 15:15:04,7.9,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:20:ec,2021-06-24 15:15:04,8.55,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:20:d8,2021-06-24 15:15:05,7.4,21
2021-06-24 15:15:03,2021-06-24 15:15:10,40:f5:20:5b:20:c4,2021-06-24 15:15:04,8.05,21
2021-06-24 15:15:03,2021-06-24 15:15:11,40:f5:20:5b:20:e4,2021-06-24 15:15:05,8.55,21
2021-06-24 15:15:03,2021-06-24 15:15:11,40:f5:20:5b:20:c0,2021-06-24 15:15:04,7.75,21
2021-06-24 15:15:12,2021-06-24 15:15:18,40:f5:20:5b:20:e8,2021-06-24 15:15:13,8.35,21
2021-06-24 15:15:12,2021-06-24 15:15:18,40:f5:20:5b:21:cc,2036-02-06 06:28:16,7.65,21
2021-06-24 15:15:12,2021-06-24 15:15:18,40:f5:20:5b:21:d8,2021-06-24 15:15:13,7.15,21
2021-06-24 15:15:12,2021-06-24 15:15:18,40:f5:20:5b:20:bc,2021-06-24 15:15:12,8.2,21
2021-06-24 15:15:12,2021-06-24 15:15:18,40:f5:20:5b:21:d0,2021-06-24 15:15:12,7.45,21
2021-06-24 15:15:12,2021-06-24 15:15:18,40:f5:20:5b:21:94,2021-06-24 15:15:13,8.25,21
2021-06-24 15:15:12,2021-06-24 15:15:18,40:f5:20:5b:21:9c,2021-06-24 15:15:13,8.1,21
2021-06-24 15:15:12,2021-06-24 15:15:18,40:f5:20:5b:21:a4,2021-06-24 15:15:13,7.2,21
2021-06-24 15:15:12,2021-06-24 15:15:18,40:f5:20:5b:20:e0,2021-06-24 15:15:12,7.45,21
2021-06-24 15:15:12,2021-06-24 15:15:18,40:f5:20:5b:21:c8,2021-06-24 15:15:13,8.15,21
2021-06-24 15:15:12,2021-06-24 15:15:18,40:f5:20:5b:21:00,2021-06-24 15:15:12,8.15,21
2021-06-24 15:15:12,2021-06-24 15:15:18,40:f5:20:5b:20:dc,2021-06-24 15:15:13,8.7,21
2021-06-24 15:15:12,2021-06-24 15:15:18,40:f5:20:5b:20:ec,2021-06-24 15:15:13,8.3,21
2021-06-24 15:15:12,2021-06-24 15:15:18,40:f5:20:5b:20:c4,2021-06-24 15:15:12,7.9,21
2021-06-24 15:15:12,2021-06-24 15:15:18,40:f5:20:5b:21:8c,2021-06-24 15:15:12,7.8,21
2021-06-24 15:15:12,2021-06-24 15:15:19,40:f5:20:5b:20:e4,2021-06-24 15:15:13,8.6,21
2021-06-24 15:15:12,2021-06-24 15:15:19,40:f5:20:5b:20:c0,2021-06-24 15:15:13,7.55,21
2021-06-24 15:15:12,2021-06-24 15:15:19,40:f5:20:5b:20:f4,2021-06-24 15:15:13,8.4,21
2021-06-24 15:15:12,2021-06-24 15:15:19,40:f5:20:5b:21:74,2021-06-24 15:15:13,8.05,21
2021-06-24 15:15:20,2021-06-24 15:15:26,40:f5:20:5b:21:9c,2021-06-24 15:15:21,9.5,20
2021-06-24 15:15:20,2021-06-24 15:15:26,40:f5:20:5b:20:e0,2021-06-24 15:15:20,12.05,20
2021-06-24 15:15:20,2021-06-24 15:15:26,40:f5:20:5b:21:00,2021-06-24 15:15:21,9.450001,20
2021-06-24 15:15:20,2021-06-24 15:15:27,40:f5:20:5b:21:c8,2021-06-24 15:15:21,10.8,20
2021-06-24 15:15:20,2021-06-24 15:15:27,40:f5:20:5b:21:a4,2021-06-24 15:15:22,8.75,20
2021-06-24 15:15:20,2021-06-24 15:15:27,40:f5:20:5b:20:c4,2021-06-24 15:15:21,8.25,20
2021-06-24 15:15:20,2021-06-24 15:15:27,40:f5:20:5b:20:e4,2021-06-24 15:15:21,9.9,20
2021-06-24 15:15:20,2021-06-24 15:15:27,40:f5:20:5b:20:c0,2021-06-24 15:15:21,9.8,20
2021-06-24 15:15:20,2021-06-24 15:15:27,40:f5:20:5b:20:f4,2021-06-24 15:15:21,10.35,20
2021-06-24 15:15:20,2021-06-24 15:15:27,40:f5:20:5b:20:dc,2021-06-24 15:15:21,11.549999,20
2021-06-24 15:15:20,2021-06-24 15:15:27,40:f5:20:5b:20:ec,2021-06-24 15:15:21,9.05,20
2021-06-24 15:15:20,2021-06-24 15:15:27,40:f5:20:5b:21:8c,2021-06-24 15:15:21,8.5,20
2021-06-24 15:15:20,2021-06-24 15:15:27,40:f5:20:5b:21:d0,2021-06-24 15:15:21,9.4,20
2021-06-24 15:15:20,2021-06-24 15:15:27,40:f5:20:5b:21:d8,2021-06-24 15:15:21,8.799999,20
2021-06-24 15:15:20,2021-06-24 15:15:27,40:f5:20:5b:20:e8,2021-06-24 15:15:21,9.95,20
2021-06-24 15:15:20,2021-06-24 15:15:27,40:f5:20:5b:21:cc,2036-02-06 06:28:16,7.6,20
2021-06-24 15:15:20,2021-06-24 15:15:27,40:f5:20:5b:21:94,2021-06-24 15:15:21,8.65,20
2021-06-24 15:15:20,2021-06-24 15:15:27,40:f5:20:5b:20:bc,2021-06-24 15:15:21,13.25,20
2021-06-24 15:15:12,2021-06-24 15:15:34,40:f5:20:5b:20:d8,2021-06-24 15:15:13,7.55,20
2021-06-24 15:15:28,2021-06-24 15:15:34,40:f5:20:5b:20:ec,2021-06-24 15:15:29,24.099998,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:20:dc,2021-06-24 15:15:29,21.35,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:20:e4,2021-06-24 15:15:30,17.5,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:20:c0,2021-06-24 15:15:29,20.4,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:21:8c,2021-06-24 15:15:29,17.450001,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:20:f4,2021-06-24 15:15:30,19.200001,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:20:e8,2021-06-24 15:15:30,16.25,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:21:d8,2021-06-24 15:15:30,15.9,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:21:cc,2036-02-06 06:28:16,9.8,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:20:bc,2021-06-24 15:15:29,25.700001,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:21:d0,2021-06-24 15:15:29,15.6,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:21:9c,2021-06-24 15:15:30,21.450001,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:20:e0,2021-06-24 15:15:29,17.950001,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:21:00,2021-06-24 15:15:29,25.450001,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:21:c8,2021-06-24 15:15:29,34.75,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:21:a4,2021-06-24 15:15:30,18.849998,20
2021-06-24 15:15:28,2021-06-24 15:15:35,40:f5:20:5b:20:c4,2021-06-24 15:15:29,16.1,20
2021-06-24 15:15:28,2021-06-24 15:15:36,40:f5:20:5b:21:94,2021-06-24 15:15:31,16.35,20
2021-06-24 15:15:20,2021-06-24 15:15:41,40:f5:20:5b:21:74,2021-06-24 15:15:21,10.4,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:20:c0,2021-06-24 15:15:37,79.199997,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:20:e4,2021-06-24 15:15:38,126.900002,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:21:8c,2021-06-24 15:15:37,45.5,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:20:f4,2021-06-24 15:15:38,100.399994,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:21:d8,2021-06-24 15:15:38,43.450001,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:20:e8,2021-06-24 15:15:38,90.25,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:21:cc,2036-02-06 06:28:16,24.0,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:20:bc,2021-06-24 15:15:37,103.5,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:21:94,2021-06-24 15:15:38,61.700001,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:21:d0,2021-06-24 15:15:37,135.0,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:21:9c,2021-06-24 15:15:38,156.5,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:21:00,2021-06-24 15:15:37,159.649994,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:20:e0,2021-06-24 15:15:37,29.950001,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:21:c8,2021-06-24 15:15:38,219.350006,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:21:a4,2021-06-24 15:15:38,85.949997,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:20:c4,2021-06-24 15:15:37,72.099998,20
2021-06-24 15:15:36,2021-06-24 15:15:43,40:f5:20:5b:20:ec,2021-06-24 15:15:37,37.700001,20
2021-06-24 15:15:36,2021-06-24 15:15:44,40:f5:20:5b:20:dc,2021-06-24 15:15:37,71.949997,20
2021-06-24 15:15:45,2021-06-24 15:15:51,40:f5:20:5b:21:74,2021-06-24 15:15:46,292.099976,20
2021-06-24 15:15:45,2021-06-24 15:15:51,40:f5:20:5b:20:e8,2021-06-24 15:15:46,234.600006,20
2021-06-24 15:15:45,2021-06-24 15:15:51,40:f5:20:5b:21:94,2021-06-24 15:15:46,208.25,20
2021-06-24 15:15:45,2021-06-24 15:15:51,40:f5:20:5b:21:d8,2021-06-24 15:15:46,148.800003,20
2021-06-24 15:15:45,2021-06-24 15:15:51,40:f5:20:5b:21:cc,2036-02-06 06:28:16,45.849998,20
2021-06-24 15:15:45,2021-06-24 15:15:51,40:f5:20:5b:20:bc,2021-06-24 15:15:45,281.299988,20
2021-06-24 15:15:45,2021-06-24 15:15:51,40:f5:20:5b:21:d0,2021-06-24 15:15:45,257.5,20
2021-06-24 15:15:45,2021-06-24 15:15:51,40:f5:20:5b:21:9c,2021-06-24 15:15:46,347.049988,20
2021-06-24 15:15:45,2021-06-24 15:15:51,40:f5:20:5b:21:00,2021-06-24 15:15:46,325.75,20
2021-06-24 15:15:45,2021-06-24 15:15:51,40:f5:20:5b:20:e0,2021-06-24 15:15:45,66.099998,20
2021-06-24 15:15:45,2021-06-24 15:15:51,40:f5:20:5b:21:c8,2021-06-24 15:15:46,433.149994,20
2021-06-24 15:15:45,2021-06-24 15:15:51,40:f5:20:5b:20:c4,2021-06-24 15:15:45,202.25,20
2021-06-24 15:15:45,2021-06-24 15:15:51,40:f5:20:5b:21:a4,2021-06-24 15:15:46,215.800003,20
2021-06-24 15:15:45,2021-06-24 15:15:52,40:f5:20:5b:20:ec,2021-06-24 15:15:46,61.099998,20
2021-06-24 15:15:45,2021-06-24 15:15:52,40:f5:20:5b:20:dc,2021-06-24 15:15:46,203.350006,20
2021-06-24 15:15:45,2021-06-24 15:15:52,40:f5:20:5b:20:c0,2021-06-24 15:15:46,253.899994,20
2021-06-24 15:15:45,2021-06-24 15:15:52,40:f5:20:5b:20:e4,2021-06-24 15:15:46,301.850006,20
2021-06-24 15:15:45,2021-06-24 15:15:52,40:f5:20:5b:20:f4,2021-06-24 15:15:46,274.150024,20
